id,code_INSEE,commune,surface_parcourue_m2,annee,mois,jour,heure,nature_inc_prim,nature_inc_sec,RR_med,NBJRR1_med,NBJRR5_med,NBJRR10_med,Tmin_med,Tmax_med,Tens_vap_med,Force_vent_med,Insolation_med,Rayonnement_med
618,2B123,Ghisonaccia,50000,2018,Jan,2,15,Malveillance,NA,38.5,5.0,2.0,1.0,11.4,19.7,12.6,3.1,4020.0,14625.0
619,30042,Boisset-et-Gaujac,100023,2018,Aug,4,17,Malveillance,NA,93.0,6.0,4.0,2.0,7.0,19.2,10.4,2.8,3865.5,13845.0
620,34165,Montbazin,153404,2018,Aug,5,15,Malveillance,NA,42.7,4.0,2.0,1.0,9.1,19.3,11.9,4.8,4104.0,14498.0
621,34232,Roquebrun,50420,2018,Aug,4,15,Involontaire,particulier,39.6,5.0,2.0,1.0,10.4,18.9,11.1,3.1,3138.0,12100.0
622,34036,Bosc (Le),58132,2018,Aug,6,14,Malveillance,NA,36.0,4.0,2.0,2.0,10.1,18.9,10.7,4.7,0.0,0.0
623,2B123,Ghisonaccia,100700,2018,Sep,1,13,Malveillance,NA,38.5,5.0,2.0,1.0,11.4,19.7,12.6,3.1,4020.0,14625.0
624,2B009,AlÃ©ria,90000,2018,Sep,1,14,Malveillance,NA,38.0,5.0,2.0,1.0,13.5,19.9,13.3,3.6,4020.0,14625.0
625,34281,Saint-Pargoire,75019,2018,Sep,14,5,Malveillance,NA,38.1,4.0,2.0,1.0,8.2,19.7,10.95,2.2,4120.0,14757.0
626,2A284,Sollacaro,50000,2018,Apr,7,17,Involontaire,particulier,54.05,6.0,3.0,2.0,11.15,20.6,11.4,1.8,4527.0,15479.5
627,13071,Pennes-Mirabeau (Les),123300,2018,Sep,23,6,Accidentelle,NA,40.9,3.0,2.0,1.0,10.3,19.4,11.4,4.7,4653.0,15455.0
628,34121,Joncels,257367,2018,Sep,23,21,Malveillance,NA,78.8,7.0,3.0,2.0,6.7,13.6,9.9,7.3,0.0,0.0
629,34226,Quarante,119651,2018,Sep,24,10,Involontaire,particulier,39.6,5.0,2.0,1.0,10.2,20.5,11.0,3.9,0.0,0.0
630,48115,Pompidou (Le),134700,2018,Sep,25,15,Involontaire,particulier,103.9,8.0,5.0,3.0,4.6,12.9,8.5,6.4,0.0,0.0
631,2B318,Taglio-Isolaccio,880000,2018,Jan,3,21,Accidentelle,NA,51.85,5.0,3.0,2.0,9.45,20.75,12.8,2.7,4212.0,14636.0
632,34165,Montbazin,85968,2018,Oct,2,21,Malveillance,NA,42.7,4.0,2.0,1.0,9.1,19.3,11.9,4.8,4104.0,14498.0
633,34165,Montbazin,359700,2018,Oct,4,15,Accidentelle,NA,42.7,4.0,2.0,1.0,9.1,19.3,11.9,4.8,4104.0,14498.0
634,34332,Vias,507900,2018,Oct,3,14,Involontaire,travaux,27.95,4.0,2.0,1.0,10.3,19.9,11.8,4.0,4120.0,14757.0
635,66136,Perpignan,60000,2018,Jul,8,16,Involontaire,particulier,29.25,4.0,2.0,1.0,10.8,19.45,11.4,4.5,4099.0,14633.5
636,66190,Salses-le-ChÃ¢teau,55000,2018,Jul,11,13,Involontaire,particulier,27.8,4.0,2.0,1.0,17.5,25.2,12.1,3.4,4055.0,14416.0
637,66228,Villeneuve-la-RiviÃ¨re,59700,2018,Jul,20,14,Malveillance,NA,22.75,3.0,2.0,1.0,10.8,19.45,11.4,4.5,4099.0,14633.5
638,2B201,Pancheraccia,70000,2018,Jan,3,22,Malveillance,NA,44.2,5.0,3.0,1.0,10.7,18.4,13.3,3.6,4232.0,15515.0
639,48162,Saint-Julien-d'Arpaon,80000,2018,Feb,24,20,Involontaire,travaux,65.95,7.0,4.0,2.0,5.6,14.35,8.8,4.2,0.0,0.0
640,66065,Elne,60000,2018,Sep,4,16,Malveillance,NA,28.95,4.0,2.0,1.0,10.2,19.3,12.1,3.4,4055.0,14416.0
641,66190,Salses-le-ChÃ¢teau,150000,2018,Sep,24,21,Involontaire,particulier,27.8,4.0,2.0,1.0,17.5,25.2,12.1,3.4,4055.0,14416.0
642,34286,Saint-Privat,79210,2018,Feb,25,14,Involontaire,travaux,73.05,6.0,3.0,2.0,6.5,16.9,10.7,4.7,0.0,0.0
643,34200,PÃ©zÃ¨nes-les-Mines,121077,2018,Feb,26,20,Malveillance,NA,55.0,6.0,3.0,2.0,10.35,20.85,10.5,3.2,4299.0,14539.5
644,6062,Fontan,90000,2018,Mar,25,15,Involontaire,particulier,70.6,6.5,4.0,2.0,6.5,17.4,9.1,1.5,0.0,0.0
645,6074,Lantosque,173400,2018,Apr,19,19,Malveillance,NA,63.4,5.0,3.0,2.0,6.9,19.8,7.8,2.3,0.0,0.0
646,38140,Crolles,140000,2019,Feb,15,13,Accidentelle,NA,86.5,8.0,5.0,3.0,6.15,13.05,6.6,1.5,3097.0,11811.0
647,39557,Vescles,50000,2019,Feb,25,17,Malveillance,NA,120.75,12.0,7.0,5.0,4.15,16.95,9.5,1.6,2290.5,9134.5
648,39478,Saint-Claude,200000,2019,Mar,27,14,Involontaire,travaux,190.9,14.0,9.0,5.0,1.1,13.9,8.6,3.0,3674.0,12938.0
649,39289,Lect,75000,2019,Mar,27,14,Involontaire,travaux,120.75,12.0,7.0,5.0,4.15,16.95,9.5,1.6,2290.5,9134.5
650,43012,Aurec-sur-Loire,117175,2019,Mar,30,17,Involontaire,travaux,50.5,7.0,3.0,1.0,5.7,14.25,8.9,3.4,3168.0,11986.0
651,21037,Auxey-Duresses,95448,2019,Apr,15,13,Involontaire,travaux,68.65,10.0,5.0,2.0,6.4,16.3,9.7,4.1,2964.0,11154.0
652,65428,Sireix,1000000,2019,Jan,4,8,Involontaire,travaux,80.45,11.0,5.0,3.0,6.4,16.1,10.1,2.0,0.0,0.0
653,65032,Arrens-Marsous,100000,2019,Mar,16,21,Involontaire,travaux,80.45,11.0,5.0,3.0,5.8,14.2,10.1,2.0,0.0,0.0
654,55574,Vouthon-Bas,300000,2019,Jul,22,17,Involontaire,travaux,71.4,11.0,5.0,2.0,4.5,14.4,9.5,2.5,2760.0,11165.5
655,39377,Mutigney,110000,2019,Jul,17,11,Involontaire,travaux,59.7,7.0,5.0,2.0,6.1,15.8,10.3,2.3,3021.0,11776.0
656,21694,Villeferry,74900,2019,Jul,25,11,Involontaire,particulier,73.75,12.0,6.0,2.0,6.7,14.7,10.2,1.6,0.0,0.0
657,21309,Griselles,160000,2019,Jul,17,13,Involontaire,travaux,64.4,11.0,4.0,2.0,5.3,17.3,10.7,2.95,2850.0,11227.0
658,52205,Foulain,600000,2019,Jul,25,15,Involontaire,travaux,74.45,11.0,5.0,2.0,6.7,15.5,10.4,1.6,2165.0,9082.0
659,49154,GrÃ©zillÃ©,90000,2019,Aug,4,14,Involontaire,particulier,45.3,8.0,3.0,1.0,8.8,21.05,11.0,3.1,3182.0,12778.0
660,49180,LonguÃ©-Jumelles,70000,2019,Aug,14,12,Involontaire,travaux,47.65,9.0,3.0,1.0,8.15,17.55,11.0,2.7,3503.0,12672.0
661,58087,Cossaye,86647,2019,Jul,30,19,Malveillance,NA,68.0,10.0,4.0,2.0,5.9,16.4,10.4,2.0,2993.5,12426.5
662,31334,Mauzac,300000,2019,Jul,19,13,Involontaire,travaux,51.7,8.0,4.0,2.0,8.2,18.8,11.5,3.3,3522.5,13496.0
663,31451,Revel,50000,2019,Aug,26,21,Involontaire,particulier,65.2,8.0,4.0,2.0,9.5,17.15,11.4,4.6,3605.0,15422.0
664,81016,Arfons,120000,2019,Sep,15,5,Malveillance,NA,95.0,11.0,6.0,3.0,8.0,17.6,12.0,2.1,3031.0,12325.5
665,23067,La Courtine,100000,2019,Sep,16,16,Accidentelle,NA,82.25,11.0,6.0,2.0,3.2,13.8,9.3,1.8,2978.5,12171.0
666,23067,La Courtine,50000,2019,Sep,21,14,Accidentelle,NA,82.25,11.0,6.0,2.0,3.2,13.8,9.3,1.8,2978.5,12171.0
667,58226,Saint-Agnan,97104,2019,Sep,20,14,Accidentelle,NA,72.75,11.0,5.0,2.0,6.9,16.9,9.6,3.3,0.0,0.0
668,12090,Druelle Balsac,90000,2019,Jul,12,15,Involontaire,travaux,66.3,9.0,4.0,2.0,5.7,15.3,9.9,3.5,3672.5,13495.0
669,79153,LoubignÃ©,200000,2019,Jul,7,19,Involontaire,travaux,64.0,10.0,5.0,2.0,7.4,17.8,12.6,2.9,3275.0,12665.5
670,50403,Pirou,400000,2019,Mar,27,13,Malveillance,NA,65.25,11.0,4.0,2.0,8.6,15.45,11.3,5.0,2708.0,11295.5
671,3055,La Chapelaude,740000,2019,Aug,31,13,Accidentelle,NA,60.8,10.0,4.0,2.0,6.7,15.7,10.1,2.0,3155.0,13063.0
672,64255,Halsou,100000,2019,Mar,3,15,Involontaire,particulier,71.9,7.5,6.0,3.0,10.5,20.4,11.9,3.2,3203.0,12615.0
673,64276,Issor,80000,2019,Mar,3,14,Involontaire,particulier,108.3,12.0,7.0,3.0,6.6,17.1,12.9,1.9,2665.0,11353.0
674,64124,Bidarray,950000,2019,Mar,3,10,Involontaire,particulier,71.9,7.5,6.0,3.0,10.5,20.4,11.6,1.4,2804.5,12320.5
675,64504,Sare,200000,2019,Feb,16,18,Involontaire,particulier,98.5,9.0,5.5,4.0,10.8,18.5,12.6,4.2,3203.0,12615.0
676,64477,Saint-Ã‰tienne-de-BaÃ¯gorry,190000,2019,Feb,27,11,Involontaire,travaux,124.4,12.0,7.0,4.0,6.95,16.25,11.6,1.4,2804.5,12320.5
677,64342,Licq-AthÃ©rey,100000,2019,Feb,22,14,Involontaire,travaux,100.85,11.0,6.0,3.0,9.4,19.4,8.35,5.9,2925.5,11625.5
678,64218,EstÃ©renÃ§uby,50000,2019,Feb,17,7,Involontaire,travaux,108.9,11.0,6.0,4.0,9.4,19.2,11.6,1.4,2804.5,12320.5
679,64218,EstÃ©renÃ§uby,50005,2019,Feb,16,12,Involontaire,travaux,108.9,11.0,6.0,4.0,9.4,19.2,11.6,1.4,2804.5,12320.5
680,64298,Lacarry-Arhan-Charritte-de-Haut,60000,2019,Mar,3,17,Malveillance,NA,127.1,12.0,7.0,5.0,8.8,16.55,8.35,5.9,2925.5,11625.5
681,24222,La Force,60000,2019,Apr,15,7,Accidentelle,NA,55.75,8.5,4.0,2.0,7.1,18.2,12.0,1.3,3272.5,12691.5
682,24218,Jumilhac-le-Grand,50000,2019,Mar,24,16,Accidentelle,NA,86.6,11.0,6.0,3.0,7.6,16.1,10.8,2.5,3312.0,12049.0
683,33498,Salles,320000,2019,Aug,4,14,Naturelle,NA,35.95,5.5,2.5,1.0,8.2,20.0,11.95,2.7,3526.0,13848.0
684,33498,Salles,50000,2019,Aug,2,16,Naturelle,NA,35.95,5.5,2.5,1.0,8.2,20.0,11.95,2.7,3526.0,13848.0
685,33251,Louchats,150000,2019,Apr,15,16,Involontaire,travaux,80.95,11.5,5.5,2.5,7.3,19.0,11.8,2.2,2852.5,10829.0
686,47186,Montesquieu,50000,2019,Jul,14,15,Malveillance,NA,51.2,8.0,4.0,2.0,8.8,19.8,12.1,1.6,3749.5,14024.0
687,38294,Panossas,79000,2019,Jul,16,16,Involontaire,travaux,66.5,9.0,4.0,2.0,7.9,16.8,10.2,3.2,2946.0,11810.0
688,1037,BÃ©nonces,100000,2019,Feb,28,16,Involontaire,travaux,131.6,11.0,7.0,5.0,7.9,17.7,10.75,1.1,3314.0,13004.0
689,41275,La Ville-aux-Clercs,190000,2019,Jul,4,15,Involontaire,travaux,51.5,9.0,4.0,1.0,11.1,22.4,11.3,3.1,2696.0,12125.0
690,41041,La Chapelle-Vicomtesse,600000,2019,Jul,17,16,Involontaire,travaux,61.4,10.0,4.0,2.0,7.85,16.9,11.7,3.1,2696.0,12125.0
691,41250,SougÃ©,82000,2019,Jul,22,15,Involontaire,travaux,58.5,9.0,3.0,1.0,7.65,16.1,11.9,3.1,2696.0,12125.0
692,41248,CouÃ«tron-au-Perche,80300,2019,Jul,22,16,Involontaire,travaux,59.6,10.0,4.0,2.0,8.1,15.8,11.7,3.1,2696.0,12125.0
693,41088,Fontaine-Raoul,201000,2019,Jul,25,16,Involontaire,travaux,48.5,9.0,3.0,1.0,7.85,16.9,11.3,3.1,2848.5,11281.5
694,4074,Entrages,99000,2019,Mar,12,14,Involontaire,travaux,58.3,6.5,4.0,2.0,5.2,18.5,9.3,2.7,4529.0,14928.0
695,48119,PrÃ©venchÃ¨res,72300,2019,Mar,17,11,Involontaire,travaux,67.05,8.0,4.0,2.0,6.2,14.1,8.5,3.3,0.0,0.0
696,6013,BelvÃ©dÃ¨re,50000,2019,Mar,26,0,Malveillance,NA,72.0,6.0,3.0,2.0,6.25,16.3,7.9,2.3,0.0,0.0
697,7077,Darbres,50000,2019,Mar,24,10,Involontaire,travaux,87.0,6.0,4.0,3.0,8.1,15.2,9.9,3.8,5775.0,23126.0
698,34007,Aigues-Vives,256785,2019,Mar,29,11,Involontaire,travaux,37.0,5.0,2.0,1.0,9.9,19.9,11.0,3.9,3965.0,14346.5
699,34235,Rosis,78396,2019,Mar,29,14,Malveillance,NA,52.5,3.0,3.0,2.0,8.3,17.4,9.6,5.3,3138.0,12100.0
700,6148,Tourrettes-sur-Loup,734000,2019,Jan,27,11,Malveillance,NA,61.5,6.0,3.0,2.0,10.6,18.5,11.2,1.3,0.0,0.0
701,83069,HyÃ¨res,116000,2019,Jun,14,14,Malveillance,NA,44.0,5.0,2.0,1.0,10.1,20.8,13.15,1.1,4166.0,15036.0
702,2A272,SartÃ¨ne,73800,2019,Jun,14,10,Accidentelle,NA,48.2,6.0,3.0,2.0,12.3,19.8,12.4,2.0,4333.0,15127.0
703,2B002,Aghione,165000,2019,Jun,25,10,Malveillance,NA,38.5,5.0,2.0,1.0,10.7,18.4,12.6,3.1,4020.0,14625.0
704,34093,Dio-et-ValquiÃ¨res,124100,2019,Jun,29,12,Malveillance,NA,59.7,6.0,3.0,2.0,7.9,18.4,10.5,3.2,4299.0,14539.5
705,2B050,Calvi,150000,2019,Jul,8,11,Involontaire,particulier,42.6,5.0,3.0,1.0,10.7,20.3,11.9,3.7,4352.5,15088.5
706,13117,Vitrolles,80000,2019,Jul,10,18,Accidentelle,NA,34.25,4.0,2.0,1.0,10.3,19.4,11.4,4.7,4653.0,15455.0
707,13117,Vitrolles,50000,2019,Jul,10,18,Accidentelle,NA,34.25,4.0,2.0,1.0,10.3,19.4,11.4,4.7,4653.0,15455.0
708,83003,Ampus,380000,2019,Jul,2,11,Naturelle,NA,60.0,6.0,3.0,2.0,5.7,16.1,9.1,3.3,4404.0,14911.0
709,83082,Montferrat,50000,2019,Jul,5,15,Involontaire,travaux,60.0,6.0,3.0,2.0,5.7,16.1,9.1,3.3,0.0,0.0
710,4045,CÃ©reste,79700,2019,Jul,13,16,Malveillance,NA,47.5,5.0,3.0,2.0,7.3,18.8,10.0,2.8,0.0,0.0
711,34341,Villeveyrac,55253,2019,Jul,15,19,Malveillance,NA,42.7,4.0,2.0,1.0,11.6,17.9,11.9,4.8,4104.0,14498.0
712,83137,Toulon,100000,2019,Jul,18,13,Malveillance,NA,39.45,4.0,2.0,1.0,11.7,19.4,12.6,4.5,4698.0,15592.5
713,34095,FabrÃ¨gues,622900,2019,Jul,18,16,Involontaire,particulier,42.7,4.0,2.0,1.0,10.95,19.9,12.0,2.6,4690.0,15794.0
714,4004,Allemagne-en-Provence,527700,2019,Jul,25,13,Involontaire,travaux,50.6,5.0,3.0,2.0,7.4,18.3,9.4,3.2,4308.0,14970.0
715,34143,Loupian,121109,2019,Jul,26,17,Involontaire,particulier,32.0,4.0,2.0,1.0,11.6,17.9,11.9,4.8,4104.0,14498.0
716,34213,Poussan,171261,2019,Jul,30,21,Malveillance,NA,42.7,4.0,2.0,1.0,11.6,17.9,11.9,4.8,4104.0,14498.0
717,48065,Fraissinet-de-Fourques,139500,2019,Feb,27,14,Involontaire,travaux,49.25,7.5,3.0,2.0,5.3,14.4,8.5,6.4,0.0,0.0
718,48194,Vialas,114270,2019,Jul,31,14,Involontaire,travaux,99.5,8.0,5.0,3.0,7.9,16.4,8.5,3.3,3865.5,13845.0
719,83153,Saint-Mandrier-sur-Mer,175200,2019,Jul,29,12,Malveillance,NA,39.45,4.0,2.0,1.0,11.3,17.8,12.5,6.2,4698.0,15592.5
720,34015,Assignan,122869,2019,Aug,2,16,Involontaire,travaux,40.0,6.0,2.5,1.0,9.9,19.9,11.0,3.9,0.0,0.0
721,34268,Saint-Jean-de-la-BlaquiÃ¨re,149615,2019,Aug,8,11,Malveillance,NA,36.0,4.0,2.0,2.0,10.1,18.9,10.7,4.7,0.0,0.0
722,66156,Rabouillet,670000,2019,Mar,6,12,Involontaire,travaux,61.7,8.0,4.0,2.0,6.9,16.15,10.25,1.8,3137.0,12269.5
723,34145,Lunel,52989,2019,Aug,2,16,Involontaire,particulier,51.85,4.0,2.0,2.0,9.7,20.4,12.3,2.5,4205.0,15149.0
724,4113,Marcoux,287800,2019,Aug,10,12,Involontaire,particulier,47.5,5.0,3.0,2.0,5.2,18.5,9.3,2.7,4529.0,14928.0
725,84035,Cavaillon,130300,2019,Jul,23,15,Malveillance,NA,44.3,5.0,3.0,1.0,8.0,19.2,11.05,5.1,4448.0,15394.0
726,2B079,Castello-di-Rostino,120000,2019,Aug,14,11,Malveillance,NA,42.3,5.0,2.0,1.0,9.7,18.3,11.4,2.6,4212.0,14636.0
727,34056,Castelnau-de-Guers,85000,2019,Aug,12,17,Involontaire,travaux,30.8,4.0,2.0,1.0,9.9,20.1,11.4,3.0,4120.0,14757.0
728,5123,La Roche-des-Arnauds,70400,2019,Aug,14,5,Naturelle,NA,75.5,6.0,4.0,3.0,5.6,17.4,8.1,2.8,4381.5,15482.0
729,34166,Montblanc,206119,2019,Aug,3,15,Involontaire,travaux,27.95,4.0,2.0,1.0,10.3,19.9,11.8,4.0,4120.0,14757.0
730,30093,Conqueyrac,74723,2019,Aug,31,16,Naturelle,NA,71.5,5.0,3.0,2.0,8.0,20.7,10.1,1.6,0.0,0.0
731,83107,Roquebrune-sur-Argens,50000,2019,Aug,19,14,Involontaire,particulier,46.5,4.0,2.0,1.0,9.65,20.6,12.5,1.7,3757.0,13489.5
732,13103,Salon-de-Provence,82100,2019,Aug,14,22,Involontaire,particulier,38.2,4.0,2.0,1.0,8.3,19.3,10.8,3.7,0.0,0.0
733,13106,SeptÃ¨mes-les-Vallons,104400,2019,Sep,5,17,Involontaire,particulier,40.9,3.0,2.0,1.0,10.8,19.2,11.5,2.9,4663.0,16366.0
734,2B185,Oletta,50000,2019,Sep,8,12,Malveillance,NA,41.15,5.0,2.0,1.0,10.6,20.4,12.3,2.3,4212.0,14636.0
735,2B222,Pie-d'Orezza,100000,2019,Feb,24,10,Malveillance,NA,52.55,7.0,3.0,2.0,9.0,17.05,11.4,1.7,4232.0,15515.0
736,34329,Vendres,55176,2019,Sep,4,16,Involontaire,travaux,32.0,3.0,2.0,1.0,9.5,19.5,11.8,4.0,4120.0,14757.0
737,34017,Aumes,252400,2019,Sep,8,16,Malveillance,NA,39.45,4.0,2.0,1.0,9.9,20.1,11.4,3.0,4120.0,14757.0
738,2B143,Linguizzetta,219200,2019,Sep,13,14,Malveillance,NA,41.0,5.0,2.0,1.0,13.5,19.9,13.3,3.6,4020.0,14625.0
739,34205,Les Plans,112742,2019,Sep,4,14,Accidentelle,NA,82.0,8.0,4.0,2.0,6.7,13.6,9.9,7.3,0.0,0.0
740,26300,Saint-Dizier-en-Diois,57300,2019,Feb,23,14,Malveillance,NA,71.5,7.0,4.0,2.0,5.1,15.0,8.5,1.3,3396.0,11939.0
741,34235,Rosis,189162,2019,Sep,15,12,Malveillance,NA,52.5,3.0,3.0,2.0,8.3,17.4,9.6,5.3,3138.0,12100.0
742,34281,Saint-Pargoire,326900,2019,Sep,5,17,Malveillance,NA,38.1,4.0,2.0,1.0,8.2,19.7,10.95,2.2,4120.0,14757.0
743,2B105,Erbajolo,71400,2019,Sep,17,12,Malveillance,NA,33.9,6.0,2.0,1.0,6.4,20.0,10.9,1.7,4232.0,15515.0
744,34308,Taussac-la-BilliÃ¨re,52731,2019,Sep,6,17,Malveillance,NA,54.3,6.0,3.0,1.0,8.2,18.8,10.5,3.2,3138.0,12100.0
745,34168,Montesquieu,111935,2019,Sep,7,6,Malveillance,NA,40.25,5.0,2.0,1.0,10.35,20.85,11.0,2.7,4299.0,14539.5
746,2A048,Calcatoggio,83000,2019,Sep,10,11,Malveillance,NA,37.6,5.0,3.0,2.0,12.2,19.65,11.8,1.5,4527.0,15479.5
747,30190,Notre-Dame-de-la-RouviÃ¨re,87701,2019,Sep,5,13,Malveillance,NA,103.5,7.0,4.0,3.0,8.7,17.9,9.3,1.6,0.0,0.0
748,34045,CabriÃ¨res,57257,2019,Sep,18,12,Involontaire,particulier,51.7,5.0,3.0,2.0,10.35,20.85,11.0,2.7,4299.0,14539.5
749,2B355,Volpajola,566000,2019,Oct,4,10,Malveillance,NA,46.5,5.0,3.0,1.0,9.7,18.3,12.8,2.7,4212.0,14636.0
750,2A326,Tolla,710000,2019,Feb,23,19,Involontaire,travaux,60.5,6.5,3.0,2.0,8.5,17.3,9.4,2.3,4527.0,15479.5
751,2A272,SartÃ¨ne,208000,2019,Oct,9,14,Accidentelle,NA,48.2,6.0,3.0,2.0,12.3,19.8,12.4,2.0,4333.0,15127.0
752,66134,Passa,50000,2019,Apr,12,11,Malveillance,NA,34.75,5.0,2.0,1.0,9.5,19.2,11.8,3.7,2808.0,11152.0
753,66212,Torreilles,150000,2019,May,30,13,Malveillance,NA,27.8,4.0,2.0,1.0,10.2,19.3,12.1,3.4,4055.0,14416.0
754,66182,Sainte-Marie-la-Mer,50000,2019,May,30,15,Malveillance,NA,27.8,4.0,2.0,1.0,10.2,19.3,12.1,3.4,4055.0,14416.0
755,34210,Le Pouget,56401,2019,Oct,6,17,Accidentelle,NA,38.65,5.0,2.0,1.0,9.7,20.6,11.4,3.55,4120.0,14757.0
756,66205,Tautavel,80000,2019,Jul,5,14,Malveillance,NA,31.7,3.0,2.0,1.0,8.55,17.65,10.5,2.1,3286.0,13667.5
757,84089,Pertuis,212100,2019,Sep,8,16,Accidentelle,NA,75.5,8.0,6.0,3.0,7.4,19.9,10.7,2.3,0.0,0.0
758,4144,La Palud-sur-Verdon,150600,2019,Feb,28,17,Involontaire,travaux,74.75,6.0,4.0,3.0,7.8,19.3,12.75,1.4,0.0,0.0
759,34281,Saint-Pargoire,388500,2019,Sep,6,6,Malveillance,NA,38.1,4.0,2.0,1.0,8.2,19.7,10.95,2.2,4120.0,14757.0
760,66145,Ponteilla,50000,2019,Jul,15,1,Malveillance,NA,22.75,3.0,2.0,1.0,9.5,19.2,11.8,2.6,2808.0,11152.0
761,66008,ArgelÃ¨s-sur-Mer,300000,2019,Jul,15,13,Malveillance,NA,33.2,3.0,2.0,1.0,12.3,17.95,12.3,8.0,4055.0,14416.0
762,66227,Villeneuve-de-la-Raho,365000,2019,Jul,15,13,Malveillance,NA,28.95,4.0,2.0,1.0,10.8,19.45,11.4,4.5,4099.0,14633.5
763,66168,Saint-AndrÃ©,100000,2019,Jul,16,13,Malveillance,NA,44.55,5.0,2.0,1.0,9.55,20.9,11.0,3.5,4055.0,14416.0
764,66108,Millas,880000,2019,Jul,16,14,Involontaire,particulier,32.35,5.0,2.0,1.0,8.8,19.5,10.95,2.6,2808.0,11152.0
765,66224,Villelongue-de-la-Salanque,180000,2019,Aug,14,17,Malveillance,NA,27.8,4.0,2.0,1.0,10.2,19.3,12.1,3.4,4055.0,14416.0
766,7098,Gourdon,70000,2019,Feb,28,17,Involontaire,travaux,85.0,8.0,4.0,3.0,6.3,15.1,9.6,2.6,3297.0,12155.0
767,2B281,Sisco,996300,2019,Feb,23,13,Malveillance,NA,81.25,8.0,5.5,3.0,13.3,18.7,12.95,4.3,4212.0,14636.0
768,66088,Ille-sur-TÃªt,50000,2019,Aug,22,12,Involontaire,travaux,22.35,4.5,1.0,1.0,9.2,20.1,11.2,3.1,2808.0,11152.0
769,66016,Banyuls-sur-Mer,330000,2019,Sep,5,5,Malveillance,NA,30.95,4.0,2.0,1.0,12.3,17.95,12.3,8.0,4055.0,14416.0
770,6070,GrÃ©oliÃ¨res,80000,2019,Jan,12,11,Involontaire,particulier,66.1,6.0,3.0,2.0,5.8,12.4,7.9,3.4,0.0,0.0
771,34165,Montbazin,154537,2019,Jun,5,14,Malveillance,NA,42.7,4.0,2.0,1.0,9.1,19.3,11.9,4.8,4104.0,14498.0
772,4204,Senez,197300,2019,Mar,1,9,Involontaire,travaux,74.75,6.0,4.0,3.0,5.75,23.65,7.75,1.6,0.0,0.0
773,6074,Lantosque,370000,2019,Feb,25,12,Malveillance,NA,63.4,5.0,3.0,2.0,6.9,19.8,7.8,2.3,0.0,0.0
774,6153,Valdeblore,342100,2019,Mar,4,15,Malveillance,NA,60.8,6.0,3.0,2.0,-0.6,4.1,4.6,2.0,0.0,0.0
775,7121,Lachapelle-Graillouse,90000,2019,Mar,4,15,Malveillance,NA,79.0,10.0,5.0,2.0,2.1,10.5,8.0,4.2,3275.0,12558.0
776,48198,Villefort,100000,2019,Feb,13,15,Involontaire,travaux,67.05,8.0,4.0,2.0,6.0,15.9,8.5,3.3,0.0,0.0
777,48015,Pied-de-Borne,85000,2019,Feb,16,10,Involontaire,travaux,81.05,8.0,4.0,3.0,6.0,15.9,9.7,1.5,0.0,0.0
778,48061,Florac Trois RiviÃ¨res,57700,2019,Feb,27,15,Involontaire,travaux,65.95,7.0,4.0,2.0,5.6,14.35,8.8,4.2,0.0,0.0
779,48166,Cans et CÃ©vennes,143500,2019,Feb,28,15,Involontaire,travaux,65.95,7.0,4.0,2.0,5.6,14.35,8.8,4.2,0.0,0.0
780,48162,Saint-Julien-d'Arpaon,220000,2019,Feb,27,15,Involontaire,travaux,65.95,7.0,4.0,2.0,5.6,14.35,8.8,4.2,0.0,0.0
781,43246,Tiranges,100000,2020,Apr,15,12,Involontaire,particulier,55.35,8.0,3.0,2.0,4.15,17.25,10.4,3.4,0.0,0.0
782,82131,Montpezat-de-Quercy,80000,2020,Jul,13,14,Accidentelle,NA,60.7,8.0,4.0,2.0,14.1,25.4,12.6,2.4,3427.0,13114.0
783,2305,FÃ¨re-en-Tardenois,100000,2020,Jul,27,16,Accidentelle,NA,58.85,10.0,4.0,1.0,6.6,15.9,10.5,2.6,2779.0,11926.5
784,82187,Varen,700000,2020,Aug,10,14,Accidentelle,NA,69.4,9.0,4.0,2.0,7.0,19.4,11.1,2.3,3239.5,12941.5
785,89021,Asquins,370000,2020,Jul,13,15,Malveillance,NA,64.45,10.0,5.0,2.0,7.25,15.9,10.4,2.4,0.0,0.0
786,58107,Dun-sur-Grandry,216242,2020,Aug,27,18,Involontaire,travaux,83.6,12.0,6.0,2.0,6.6,16.2,9.1,2.9,2838.0,11024.0
787,46072,ConcorÃ¨s,120000,2020,Sep,10,16,Involontaire,travaux,53.8,8.0,3.0,1.0,7.6,17.6,10.6,2.3,3360.0,12556.0
788,43156,PrÃ©sailles,62000,2020,Sep,18,13,Accidentelle,NA,65.8,9.0,4.0,2.0,1.9,9.2,7.3,4.2,3275.0,12558.0
789,58270,Saint-VÃ©rain,75250,2020,Sep,14,15,Involontaire,travaux,67.25,10.0,5.0,2.0,6.6,15.6,10.5,2.4,2799.0,11108.0
790,89044,Blannay,50000,2020,Sep,14,17,Accidentelle,NA,63.1,10.0,4.0,2.0,6.9,16.2,10.4,2.4,0.0,0.0
791,89419,Toucy,72000,2020,Sep,15,17,Involontaire,travaux,57.0,9.0,4.5,2.0,7.45,16.45,10.6,2.1,2780.0,11271.5
