id,code_INSEE,commune,surface_parcourue_m2,annee,mois,jour,heure,nature_inc_prim,nature_inc_sec,RR_med,NBJRR1_med,NBJRR5_med,NBJRR10_med,Tmin_med,Tmax_med,Tens_vap_med,Force_vent_med,Insolation_med,Rayonnement_med
188,33212,Labescau,60000,2014,Mar,11,12,Involontaire,particulier,60.5,9.0,4.0,2.0,9.35,19.55,11.9,2.4,3192.0,12037.0
189,40046,Biscarrosse,105000,2014,Oct,2,14,Involontaire,travaux,61.2,10.0,4.0,2.0,9.35,16.9,12.05,3.9,3541.5,13327.5
190,40244,Rivi̬re-Saas-et-Gourby,280000,2014,Jun,28,15,Involontaire,particulier,94.65,11.0,6.0,3.0,8.9,19.1,12.2,1.9,3102.0,12495.0
191,6074,Lantosque,700300,2014,Mar,17,10,Malveillance,NA,63.4,5.0,3.0,2.0,6.9,19.8,7.8,2.3,0.0,0.0
192,6082,Massoins,172200,2014,Apr,9,13,Involontaire,particulier,62.95,6.0,3.0,2.0,6.8,16.55,7.1,2.9,0.0,0.0
193,30105,Dourbies,119728,2014,Apr,7,23,Malveillance,NA,92.6,9.0,5.0,3.0,3.7,13.15,8.4,3.0,0.0,0.0
194,4097,La Javie,52000,2014,Mar,18,14,Involontaire,travaux,58.1,7.0,4.0,2.0,5.2,18.5,9.3,2.7,4490.0,16015.0
195,66190,Salses-le-Ch̢teau,200000,2014,Feb,13,19,Involontaire,particulier,27.8,4.0,2.0,1.0,17.5,25.2,12.1,3.4,4055.0,14416.0
196,34061,Causses-et-Veyran,105000,2014,Mar,30,12,Involontaire,travaux,37.3,5.0,2.0,1.0,9.95,19.6,11.1,3.1,4299.0,14539.5
197,34158,Minerve,60000,2014,Mar,15,8,Malveillance,NA,53.2,7.0,3.0,2.0,10.4,19.5,12.7,4.2,3965.0,14346.5
198,34045,Cabri̬res,81600,2014,Apr,29,12,Involontaire,particulier,51.7,5.0,3.0,2.0,10.35,20.85,11.0,2.7,4299.0,14539.5
199,30091,Cong̩nies,294471,2014,May,13,14,Malveillance,NA,46.85,5.0,3.0,1.0,9.7,20.4,12.3,2.5,4205.0,15149.0
200,34170,Montouliers,92000,2014,Feb,23,14,Involontaire,particulier,32.15,5.0,2.0,1.0,10.2,20.5,11.0,3.9,3965.0,14346.5
201,11296,Pouzols-Minervois,50714,2014,May,30,12,Involontaire,particulier,33.05,5.0,2.0,1.0,9.65,19.5,12.7,3.9,3965.0,14346.5
202,2B030,Barrettali,196367,2014,May,24,16,Malveillance,NA,81.25,8.0,5.5,3.0,13.5,18.95,12.55,4.3,4212.0,14636.0
203,2B183,Ogliastro,305959,2014,Jun,4,13,Malveillance,NA,40.85,5.0,3.0,1.0,13.5,18.95,12.55,4.3,4212.0,14636.0
204,66190,Salses-le-Ch̢teau,60000,2014,Jun,14,16,Involontaire,particulier,27.8,4.0,2.0,1.0,17.5,25.2,12.1,3.4,4055.0,14416.0
205,2B034,Belgod̬re,184082,2014,Jun,20,16,Involontaire,travaux,39.3,5.0,3.0,1.0,8.75,19.0,12.6,4.7,4352.5,15088.5
206,11351,Saint-Laurent-de-la-Cabrerisse,57902,2014,Jun,29,14,Involontaire,particulier,36.25,6.0,2.0,1.0,10.3,19.6,11.8,5.6,3965.0,14346.5
207,2B314,Santo-Pietro-di-Tenda,683810,2014,Jul,3,15,Involontaire,travaux,48.4,6.0,3.0,2.0,9.45,18.4,8.9,2.7,0.0,0.0
208,2B314,Santo-Pietro-di-Tenda,352974,2014,Jul,5,14,Involontaire,travaux,48.4,6.0,3.0,2.0,9.45,18.4,8.9,2.7,0.0,0.0
209,34178,Murviel-l̬s-B̩ziers,77000,2014,May,14,14,Involontaire,particulier,37.3,5.0,2.0,1.0,9.95,19.6,11.1,3.1,4299.0,14539.5
210,34025,Bassan,51000,2014,May,29,16,Involontaire,travaux,48.05,3.0,2.5,2.0,8.9,19.7,11.0,2.7,4299.0,14539.5
211,2A272,Sart̬ne,90000,2014,Jun,28,14,Involontaire,travaux,48.2,6.0,3.0,2.0,12.3,19.8,12.4,2.0,4333.0,15127.0
212,2A048,Calcatoggio,280000,2014,Jun,28,14,Malveillance,NA,37.6,5.0,3.0,2.0,12.2,19.65,11.8,1.5,4527.0,15479.5
213,2B037,Biguglia,140500,2014,Jul,22,13,Involontaire,particulier,40.7,4.0,2.0,1.0,10.65,17.0,12.8,2.7,4212.0,14636.0
214,34302,Siran,122700,2014,Aug,1,16,Malveillance,NA,36.4,6.0,2.0,1.0,10.4,19.5,12.7,4.2,3965.0,14346.5
215,7322,Thueyts,60000,2014,Mar,12,16,Malveillance,NA,102.0,8.0,4.0,3.0,6.2,14.1,9.7,1.7,3275.0,12558.0
216,2B170,Morsiglia,60000,2014,Mar,10,12,Malveillance,NA,74.3,6.0,3.0,2.0,13.6,18.7,13.4,6.3,4212.0,14636.0
217,2B316,Santa-Reparata-di-Balagna,95770,2014,Aug,15,8,Malveillance,NA,42.1,5.0,2.0,1.0,13.7,19.2,12.6,4.7,4352.5,15088.5
218,34113,Gigean,365000,2014,Jul,31,16,Involontaire,particulier,42.7,4.0,2.0,1.0,11.6,17.9,11.9,4.8,4104.0,14498.0
219,7003,Aizac,50000,2014,Mar,13,14,Involontaire,particulier,94.25,8.0,4.0,3.0,6.85,18.2,9.6,5.6,0.0,0.0
220,34123,Juvignac,605000,2014,May,13,11,Involontaire,particulier,46.45,6.0,3.0,2.0,9.9,19.0,12.0,2.6,4690.0,15794.0
221,2A269,Sari-Solenzara,330000,2014,Aug,15,16,Involontaire,particulier,47.7,9.0,3.0,1.0,12.1,20.6,12.2,3.1,4020.0,14625.0
222,34341,Villeveyrac,68000,2014,Aug,23,21,Malveillance,NA,42.7,4.0,2.0,1.0,11.6,17.9,11.9,4.8,4104.0,14498.0
223,2B283,Solaro,304678,2014,Aug,15,16,Involontaire,particulier,47.7,9.0,3.0,1.0,11.4,19.7,12.6,3.1,4020.0,14625.0
224,34302,Siran,195800,2014,Aug,29,12,Malveillance,NA,36.4,6.0,2.0,1.0,10.4,19.5,12.7,4.2,3965.0,14346.5
225,34116,Grabels,70000,2014,Aug,28,17,Malveillance,NA,46.45,6.0,3.0,2.0,9.9,19.0,10.9,2.2,4690.0,15794.0
226,34074,Cessenon-sur-Orb,230000,2014,Aug,27,12,Involontaire,particulier,33.7,4.0,2.0,1.0,10.4,18.9,11.1,3.1,0.0,0.0
227,2B123,Ghisonaccia,847798,2014,Aug,15,16,Malveillance,NA,38.5,5.0,2.0,1.0,11.4,19.7,12.6,3.1,4020.0,14625.0
228,11260,Mouthoumet,50700,2014,Sep,1,14,Malveillance,NA,53.7,7.0,3.0,2.0,7.8,16.3,10.5,4.1,3389.0,14179.0
229,34313,Tressan,52000,2014,Sep,6,15,Involontaire,particulier,38.65,5.0,2.0,1.0,9.7,20.6,11.4,3.55,4120.0,14757.0
230,2A048,Calcatoggio,61000,2014,Aug,30,13,Malveillance,NA,37.6,5.0,3.0,2.0,12.2,19.65,11.8,1.5,4527.0,15479.5
231,2A139,Lecci,930000,2014,Sep,1,2,Malveillance,NA,55.0,6.0,3.0,1.5,12.1,20.6,12.2,3.1,4333.0,15127.0
232,2B079,Castello-di-Rostino,174142,2014,Sep,13,11,Malveillance,NA,42.3,5.0,2.0,1.0,9.7,18.3,11.4,2.6,4212.0,14636.0
233,66108,Millas,200000,2014,Sep,17,17,Involontaire,travaux,32.35,5.0,2.0,1.0,8.8,19.5,10.95,2.6,2808.0,11152.0
234,34226,Quarante,130000,2014,Sep,26,13,Involontaire,particulier,39.6,5.0,2.0,1.0,10.2,20.5,11.0,3.9,0.0,0.0
235,2A254,Quenza,160000,2014,Sep,27,12,Malveillance,NA,86.55,9.5,6.0,4.0,7.6,17.3,9.45,2.2,4020.0,14625.0
236,2A004,Ajaccio,109000,2014,Sep,28,18,Malveillance,NA,52.05,6.0,3.0,2.0,10.9,21.5,12.9,3.2,4527.0,15479.5
237,2B049,Calenzana,69664,2014,Oct,5,18,Malveillance,NA,63.6,6.0,3.0,2.0,10.7,20.3,11.9,3.7,4352.5,15088.5
238,2B287,Sorio,98454,2014,Oct,10,12,Malveillance,NA,48.4,6.0,3.0,2.0,9.45,18.4,8.9,2.7,0.0,0.0
239,7210,Saint-And̩ol-de-Vals,300000,2014,Mar,19,11,Involontaire,travaux,89.5,8.0,4.0,3.0,7.5,17.2,9.6,2.6,3297.0,12155.0
240,34225,Puisserguier,58000,2014,Oct,24,3,Malveillance,NA,28.5,2.0,2.0,1.0,9.5,19.5,11.1,3.1,4299.0,14539.5
241,66072,Estavar,100000,2014,Mar,19,15,Involontaire,travaux,57.2,8.0,4.0,2.0,3.9,14.7,7.15,2.8,4173.0,15741.0
242,6132,Saorge,78900,2014,Dec,29,5,Malveillance,NA,70.6,6.5,4.0,2.0,8.5,19.8,10.5,1.5,0.0,0.0
243,6013,Belv̩d̬re,77400,2014,Mar,19,15,Malveillance,NA,72.0,6.0,3.0,2.0,6.25,16.3,7.9,2.3,0.0,0.0
244,48172,Saint-Maurice-de-Ventalon,172000,2014,Mar,18,14,Involontaire,travaux,57.5,5.0,3.0,2.0,3.1,13.55,9.2,3.4,3865.5,13845.0
245,34045,Cabri̬res,75000,2014,Mar,8,16,Involontaire,travaux,51.7,5.0,3.0,2.0,10.35,20.85,11.0,2.7,4299.0,14539.5
246,34190,Oupia,77800,2014,Mar,15,20,Malveillance,NA,38.1,6.0,2.0,1.0,9.65,19.5,12.7,3.9,3965.0,14346.5
247,12094,Entraygues-sur-Truy̬re,60000,2015,Feb,10,14,Involontaire,particulier,86.9,10.0,5.0,3.0,7.45,18.9,9.65,3.4,3345.0,11451.0
248,12226,Saint-Hippolyte,50000,2015,Mar,11,13,Involontaire,particulier,86.9,10.0,5.0,3.0,7.45,18.9,9.65,3.4,3345.0,11451.0
249,39086,Cernon,50000,2015,Apr,12,13,Accidentelle,NA,120.75,12.0,7.0,5.0,4.15,16.95,9.5,1.6,2290.5,9134.5
250,81004,Albi,110000,2015,Jul,3,13,Naturelle,NA,28.2,5.5,2.5,1.0,7.9,18.6,11.1,2.4,3511.5,13241.5
251,79280,Saint-Maurice-la-Fougereuse,208000,2015,Jul,11,18,Involontaire,travaux,49.45,9.0,3.0,1.0,7.6,19.45,11.0,3.0,3155.0,12212.0
252,73019,Argentine,190000,2015,Apr,9,16,Involontaire,travaux,84.6,9.0,5.0,3.0,5.8,16.6,5.0,0.9,0.0,0.0
253,54305,Lay-Saint-Christophe,120000,2015,Apr,19,13,Malveillance,NA,54.05,10.0,4.0,2.0,5.5,15.0,9.6,2.8,2514.0,10589.0
254,54490,Saizerais,270000,2015,Jul,23,15,Involontaire,travaux,54.05,10.0,4.0,2.0,5.1,14.0,9.4,3.3,2514.0,10589.0
255,79168,Massais,140300,2015,Aug,19,12,Involontaire,travaux,49.45,9.0,3.0,1.0,7.8,17.05,11.25,2.4,3503.0,12672.0
256,45092,Chevillon-sur-Huillard,110000,2015,Aug,2,18,Malveillance,NA,53.8,9.0,4.0,1.0,6.15,16.3,10.7,2.4,2682.0,10494.0
257,35152,Liffr̩,60000,2015,Mar,23,14,Involontaire,travaux,61.0,10.0,4.0,2.0,10.1,21.6,11.2,2.8,2804.5,11303.5
258,3004,Andelaroche,281000,2015,Jul,16,15,Involontaire,travaux,75.5,11.0,5.0,2.0,7.1,16.25,11.1,2.2,2879.5,11666.0
259,73211,Queige,150000,2015,Jul,7,12,Malveillance,NA,126.35,12.0,7.5,5.0,6.75,17.8,6.2,1.7,3535.0,14737.0
260,97417,Saint-Philippe,164000,2015,Oct,23,12,Naturelle,NA,293.0,18.0,12.0,9.0,20.0,26.6,21.6,3.3,3125.0,15440.0
261,45032,Le Bignon-Mirabeau,310000,2015,Jul,16,14,Involontaire,travaux,58.5,10.0,4.0,1.0,7.9,19.4,10.7,3.1,0.0,0.0
262,3006,Arfeuilles,50000,2015,Jul,17,17,Involontaire,particulier,96.7,11.0,6.0,3.0,7.1,15.9,11.1,3.4,2879.5,11666.0
263,3217,Saint-Angel,91300,2015,Jul,21,15,Involontaire,travaux,54.1,9.0,4.0,1.0,7.5,16.8,10.5,2.0,3155.0,13063.0
264,33300,Naujac-sur-Mer,190000,2015,Jul,25,16,Malveillance,NA,62.0,10.0,5.0,2.0,8.55,18.2,12.0,2.6,4574.0,18429.0
265,33422,Saint-Jean-d'Illac,67000,2015,Apr,25,9,Accidentelle,NA,65.25,10.0,4.0,2.0,8.1,19.7,11.9,1.5,3746.0,13644.0
266,33238,L̩ognan,70000,2015,Apr,11,6,Accidentelle,NA,39.7,7.0,3.0,1.0,8.6,19.2,12.1,1.7,3598.0,13230.0
267,33229,Lanton,50000,2015,Jul,2,7,Naturelle,NA,35.95,5.5,2.5,1.0,6.9,18.35,11.85,4.1,3456.0,13175.0
268,33104,Castelnau-de-M̩doc,680000,2015,Mar,17,16,Accidentelle,NA,75.5,11.5,6.0,2.0,8.25,19.4,12.05,2.4,3414.0,12457.0
269,40332,Ychoux,90000,2015,Jul,28,14,Involontaire,particulier,89.4,11.0,5.0,3.0,8.55,19.25,12.5,2.7,3526.0,13848.0
270,40167,Luxey,220000,2015,Apr,30,16,Involontaire,travaux,75.15,10.0,5.0,2.5,6.75,18.45,12.1,2.2,2852.5,10829.0
271,40149,Lencouacq,58000,2015,Apr,15,12,Involontaire,particulier,62.6,9.0,4.0,2.0,6.95,17.35,11.0,2.0,3171.0,12582.0
272,41043,Ch̢tillon-sur-Cher,70000,2015,Jul,1,14,Naturelle,NA,54.0,9.0,3.5,1.0,7.35,16.7,11.6,2.4,2752.0,11041.0
273,41130,Maves,110000,2015,Jul,16,16,Naturelle,NA,49.3,9.0,3.0,1.0,7.0,15.4,11.5,3.7,2825.0,11408.0
274,41186,Rahart,50000,2015,Jul,22,14,Naturelle,NA,52.5,9.0,4.0,1.0,11.1,22.4,11.3,3.1,2696.0,12125.0
275,41087,Fontaine-les-Coteaux,80000,2015,Jul,10,12,Naturelle,NA,57.6,10.0,4.0,1.0,7.65,16.1,11.9,3.1,2696.0,12125.0
276,42326,V̩ranne,230000,2015,Aug,31,13,Malveillance,NA,67.4,10.0,4.0,2.0,3.3,9.55,8.15,4.7,0.0,0.0
277,2B123,Ghisonaccia,103518,2015,Jun,3,14,Involontaire,particulier,38.5,5.0,2.0,1.0,11.4,19.7,12.6,3.1,4020.0,14625.0
278,11170,Gruissan,105836,2015,Jun,7,15,Involontaire,particulier,24.5,4.0,2.0,1.0,13.15,20.8,12.1,5.3,0.0,0.0
279,2B320,Tallone,322164,2015,Jun,14,14,Malveillance,NA,41.0,5.0,2.0,1.0,13.5,19.9,13.3,3.6,4020.0,14625.0
280,34286,Saint-Privat,184500,2015,Jun,28,15,Involontaire,particulier,73.05,6.0,3.0,2.0,6.5,16.9,10.7,4.7,0.0,0.0
281,34319,Vailhan,710000,2015,Jul,2,11,Involontaire,particulier,40.25,5.0,2.0,1.0,10.35,20.85,11.0,2.7,4299.0,14539.5
282,2B185,Oletta,230000,2015,Jul,1,11,Malveillance,NA,41.15,5.0,2.0,1.0,10.6,20.4,12.3,2.3,4212.0,14636.0
283,2B201,Pancheraccia,62321,2015,Jul,2,12,Involontaire,travaux,44.2,5.0,3.0,1.0,10.7,18.4,13.3,3.6,4232.0,15515.0
